ENSDARP00000136350.1	ENSDARP00000152373.1
ENSDARP00000064002.6	ENSDARP00000156113.1
ENSDARP00000120787.1	ENSDARP00000145642.1
ENSDARP00000121197.1	ENSDARP00000112862.1
ENSDARP00000120421.1	ENSDARP00000153939.1
ENSDARP00000101863.2	ENSDARP00000150342.1
ENSDARP00000075786.4	ENSDARP00000145946.1
ENSDARP00000109018.1	ENSDARP00000113223.1
ENSDARP00000126370.1	ENSDARP00000138170.1
ENSDARP00000032669.7	ENSDARP00000017348.7
ENSDARP00000134783.2	ENSDARP00000135843.1
ENSDARP00000113187.1	ENSDARP00000148328.1
ENSDARP00000146871.1	ENSDARP00000086527.5
ENSDARP00000064847.5	ENSDARP00000144828.1
ENSDARP00000020714.9	ENSDARP00000146308.1
ENSDARP00000135063.1	ENSDARP00000150763.1
ENSDARP00000096545.3	ENSDARP00000149256.1
ENSDARP00000105821.2	ENSDARP00000147610.1
ENSDARP00000072289.3	ENSDARP00000145749.1
ENSDARP00000111548.1	ENSDARP00000152757.1
ENSDARP00000131700.1	ENSDARP00000153414.1
ENSDARP00000048422.7	ENSDARP00000147607.1
ENSDARP00000107185.2	ENSDARP00000156071.1
ENSDARP00000120675.1	ENSDARP00000149503.1
ENSDARP00000132799.1	ENSDARP00000152491.1
ENSDARP00000095500.3	ENSDARP00000153957.1
ENSDARP00000104303.3	ENSDARP00000009264.7
ENSDARP00000074788.3	ENSDARP00000154057.1
ENSDARP00000096438.4	ENSDARP00000027691.6
ENSDARP00000059195.5	ENSDARP00000147976.1
ENSDARP00000136634.1	ENSDARP00000134443.2
ENSDARP00000134705.1	ENSDARP00000156133.1
ENSDARP00000134354.1	ENSDARP00000135263.2
ENSDARP00000053398.4	ENSDARP00000156258.1
ENSDARP00000068470.3	ENSDARP00000026560.8
ENSDARP00000026489.9	ENSDARP00000109932.2
ENSDARP00000134309.1	ENSDARP00000148817.1
ENSDARP00000140658.1	ENSDARP00000132868.2
ENSDARP00000129656.1	ENSDARP00000081168.5
ENSDARP00000106863.2	ENSDARP00000146144.1
ENSDARP00000094633.3	ENSDARP00000059925.4
ENSDARP00000137759.1	ENSDARP00000130111.1
ENSDARP00000081489.4	ENSDARP00000000382.7
ENSDARP00000054229.4	ENSDARP00000112178.2
ENSDARP00000075810.4	ENSDARP00000152384.1
ENSDARP00000083051.1	ENSDARP00000154804.1
ENSDARP00000139815.1	ENSDARP00000146910.1
ENSDARP00000117410.1	ENSDARP00000145499.1
ENSDARP00000061925.4	ENSDARP00000153294.1
ENSDARP00000121278.1	ENSDARP00000138347.2
ENSDARP00000029462.5	ENSDARP00000156265.1
ENSDARP00000016969.8	ENSDARP00000156566.1
ENSDARP00000090360.3	ENSDARP00000144909.1
ENSDARP00000062810.4	ENSDARP00000124590.2
ENSDARP00000110496.2	ENSDARP00000152983.1
ENSDARP00000090508.3	ENSDARP00000151684.1
ENSDARP00000123790.1	ENSDARP00000056560.5
ENSDARP00000085527.4	ENSDARP00000151515.1
ENSDARP00000073318.4	ENSDARP00000154387.1
ENSDARP00000101240.2	ENSDARP00000157165.1
ENSDARP00000004882.7	ENSDARP00000156006.1
ENSDARP00000002944.8	ENSDARP00000147772.1
ENSDARP00000143624.2	ENSDARP00000154303.1
ENSDARP00000091555.3	ENSDARP00000134098.2
ENSDARP00000093767.3	ENSDARP00000155942.1
ENSDARP00000124217.2	ENSDARP00000137921.1
ENSDARP00000104304.2	ENSDARP00000151331.1
ENSDARP00000003949.9	ENSDARP00000153442.1
ENSDARP00000088795.3	ENSDARP00000146391.1
ENSDARP00000073110.5	ENSDARP00000149017.1
ENSDARP00000109054.2	ENSDARP00000148239.1
ENSDARP00000033545.4	ENSDARP00000152449.1
ENSDARP00000117922.1	ENSDARP00000116326.1
ENSDARP00000045396.3	ENSDARP00000144956.1
ENSDARP00000095769.4	ENSDARP00000097929.2
ENSDARP00000062302.3	ENSDARP00000157327.1
ENSDARP00000038215.5	ENSDARP00000147770.1
ENSDARP00000118572.1	ENSDARP00000053400.6
ENSDARP00000046608.6	ENSDARP00000149540.1
ENSDARP00000072814.4	ENSDARP00000154596.1
ENSDARP00000072181.5	ENSDARP00000153943.1
ENSDARP00000116682.1	ENSDARP00000013845.7
ENSDARP00000057566.5	ENSDARP00000157065.1
ENSDARP00000118708.1	ENSDARP00000087563.4
ENSDARP00000127150.1	ENSDARP00000152712.1
ENSDARP00000103896.3	ENSDARP00000131469.2
ENSDARP00000071656.4	ENSDARP00000145243.1
ENSDARP00000104135.2	ENSDARP00000098118.1
ENSDARP00000009093.7	ENSDARP00000146290.1
ENSDARP00000094042.3	ENSDARP00000123390.1
ENSDARP00000133610.1	ENSDARP00000153358.1
ENSDARP00000101537.4	ENSDARP00000147257.1
ENSDARP00000097509.3	ENSDARP00000151977.1
ENSDARP00000016272.7	ENSDARP00000151478.1
ENSDARP00000016900.7	ENSDARP00000155923.1
ENSDARP00000116458.1	ENSDARP00000073125.2
ENSDARP00000044859.5	ENSDARP00000157007.1
ENSDARP00000007995.9	ENSDARP00000152285.1
ENSDARP00000144186.2	ENSDARP00000052358.6
ENSDARP00000101982.4	ENSDARP00000156677.1
ENSDARP00000030637.6	ENSDARP00000154400.1
ENSDARP00000130095.1	ENSDARP00000152760.1
ENSDARP00000022552.6	ENSDARP00000134976.1
ENSDARP00000153453.1	ENSDARP00000152651.1
ENSDARP00000137094.1	ENSDARP00000154733.1
ENSDARP00000072059.4	ENSDARP00000156974.1
ENSDARP00000054227.5	ENSDARP00000146811.1
ENSDARP00000077775.3	ENSDARP00000155217.1
ENSDARP00000132972.1	ENSDARP00000157417.1
ENSDARP00000026697.5	ENSDARP00000156934.1
ENSDARP00000143699.1	ENSDARP00000124209.2
ENSDARP00000120878.1	ENSDARP00000151785.1
ENSDARP00000028616.7	ENSDARP00000147594.1
ENSDARP00000127641.1	ENSDARP00000060423.6
ENSDARP00000105384.1	ENSDARP00000156790.1
ENSDARP00000083086.4	ENSDARP00000151618.1
ENSDARP00000082840.5	ENSDARP00000153746.1
ENSDARP00000016938.4	ENSDARP00000144113.1
ENSDARP00000103340.3	ENSDARP00000150635.1
ENSDARP00000102910.3	ENSDARP00000147727.1
ENSDARP00000139055.1	ENSDARP00000147970.1
ENSDARP00000018738.7	ENSDARP00000151812.1
ENSDARP00000108432.2	ENSDARP00000155626.1
ENSDARP00000127496.1	ENSDARP00000141292.2
ENSDARP00000080329.4	ENSDARP00000152180.1
ENSDARP00000083711.4	ENSDARP00000154799.1
ENSDARP00000127925.1	ENSDARP00000147395.1
ENSDARP00000021778.4	ENSDARP00000146116.1
ENSDARP00000097432.3	ENSDARP00000156508.1
ENSDARP00000130093.1	ENSDARP00000156660.1
ENSDARP00000067910.5	ENSDARP00000094056.5
ENSDARP00000063095.5	ENSDARP00000140090.1
ENSDARP00000054063.3	ENSDARP00000140589.2
ENSDARP00000119326.1	ENSDARP00000150465.1
ENSDARP00000153674.1	ENSDARP00000059207.4
ENSDARP00000134548.1	ENSDARP00000151249.1
ENSDARP00000113415.2	ENSDARP00000047093.7
ENSDARP00000028352.7	ENSDARP00000133143.2
ENSDARP00000010978.2	ENSDARP00000067389.4
ENSDARP00000099755.2	ENSDARP00000144871.1
ENSDARP00000126147.1	ENSDARP00000157428.1
ENSDARP00000041268.6	ENSDARP00000111335.2
ENSDARP00000124882.1	ENSDARP00000043683.8
ENSDARP00000102655.3	ENSDARP00000148528.1
ENSDARP00000004827.8	ENSDARP00000099230.2
ENSDARP00000032457.7	ENSDARP00000151993.1
ENSDARP00000023863.7	ENSDARP00000149278.1
ENSDARP00000093188.4	ENSDARP00000149662.1
ENSDARP00000001281.10	ENSDARP00000145950.1
ENSDARP00000130125.1	ENSDARP00000141747.2
ENSDARP00000072746.5	ENSDARP00000148555.1
ENSDARP00000052561.5	ENSDARP00000149742.1
ENSDARP00000073164.3	ENSDARP00000156349.1
ENSDARP00000066387.3	ENSDARP00000149580.1
ENSDARP00000094256.2	ENSDARP00000157025.1
ENSDARP00000057540.6	ENSDARP00000151450.1
ENSDARP00000083784.4	ENSDARP00000154307.1
ENSDARP00000067178.3	ENSDARP00000137414.2
ENSDARP00000135767.1	ENSDARP00000115545.3
ENSDARP00000061793.4	ENSDARP00000155471.1
ENSDARP00000109572.1	ENSDARP00000134505.2
ENSDARP00000086717.7	ENSDARP00000146516.1
ENSDARP00000047568.4	ENSDARP00000148165.1
ENSDARP00000125326.1	ENSDARP00000145543.1
ENSDARP00000118984.1	ENSDARP00000155800.1
ENSDARP00000142242.1	ENSDARP00000088027.6
ENSDARP00000156553.1	ENSDARP00000051235.6
ENSDARP00000113420.1	ENSDARP00000150059.1
ENSDARP00000156428.1	ENSDARP00000156811.1
ENSDARP00000054387.6	ENSDARP00000150291.1
ENSDARP00000091949.2	ENSDARP00000144665.1
ENSDARP00000140865.1	ENSDARP00000139197.2
ENSDARP00000068235.3	ENSDARP00000147226.1
ENSDARP00000070001.4	ENSDARP00000149388.1
ENSDARP00000139796.1	ENSDARP00000133087.2
ENSDARP00000031864.7	ENSDARP00000153182.1
ENSDARP00000078091.4	ENSDARP00000145560.1
ENSDARP00000083841.5	ENSDARP00000146125.1
ENSDARP00000050681.8	ENSDARP00000157226.1
ENSDARP00000145020.1	ENSDARP00000146741.1
ENSDARP00000155163.1	ENSDARP00000149188.1
ENSDARP00000134606.1	ENSDARP00000154541.1
ENSDARP00000067210.4	ENSDARP00000149763.1
ENSDARP00000119748.1	ENSDARP00000062072.4
ENSDARP00000082000.6	ENSDARP00000146667.1
ENSDARP00000098184.4	ENSDARP00000152733.1
ENSDARP00000070211.5	ENSDARP00000149445.1
ENSDARP00000145763.1	ENSDARP00000079599.3
ENSDARP00000090128.3	ENSDARP00000155200.1
ENSDARP00000119865.1	ENSDARP00000153399.1
ENSDARP00000138433.1	ENSDARP00000138153.2
ENSDARP00000073155.2	ENSDARP00000144423.1
ENSDARP00000040409.6	ENSDARP00000150016.1
ENSDARP00000015588.6	ENSDARP00000149116.1
ENSDARP00000093232.4	ENSDARP00000149002.1
ENSDARP00000108325.3	ENSDARP00000132460.2
ENSDARP00000128229.1	ENSDARP00000153708.1
ENSDARP00000119003.1	ENSDARP00000144978.1
ENSDARP00000109273.3	ENSDARP00000147200.1
ENSDARP00000051514.4	ENSDARP00000150205.1
ENSDARP00000131431.1	ENSDARP00000132780.2
ENSDARP00000090619.3	ENSDARP00000155428.1
ENSDARP00000077785.2	ENSDARP00000076233.6
ENSDARP00000052221.8	ENSDARP00000135014.2
ENSDARP00000072921.4	ENSDARP00000146091.1
ENSDARP00000008879.8	ENSDARP00000019044.5
ENSDARP00000106796.2	ENSDARP00000156622.1
ENSDARP00000154815.1	ENSDARP00000147412.1
ENSDARP00000106319.1	ENSDARP00000137116.2
ENSDARP00000019235.7	ENSDARP00000145462.1
ENSDARP00000073469.4	ENSDARP00000145593.1
ENSDARP00000015938.3	ENSDARP00000154018.1
ENSDARP00000021759.5	ENSDARP00000145929.1
ENSDARP00000114800.1	ENSDARP00000152806.1
ENSDARP00000126774.1	ENSDARP00000146901.1
ENSDARP00000086491.5	ENSDARP00000143989.2
ENSDARP00000081066.5	ENSDARP00000156058.1
ENSDARP00000128666.2	ENSDARP00000152557.1
ENSDARP00000041941.7	ENSDARP00000154101.1
ENSDARP00000042886.6	ENSDARP00000130640.1
ENSDARP00000123905.1	ENSDARP00000156302.1
ENSDARP00000121143.1	ENSDARP00000154211.1
ENSDARP00000083553.4	ENSDARP00000145408.1
ENSDARP00000130808.1	ENSDARP00000147140.1
ENSDARP00000099244.2	ENSDARP00000143876.2
ENSDARP00000109525.2	ENSDARP00000059261.6
ENSDARP00000030526.6	ENSDARP00000152985.1
ENSDARP00000105210.1	ENSDARP00000144987.1
ENSDARP00000128063.1	ENSDARP00000136944.1
ENSDARP00000120821.1	ENSDARP00000156439.1
ENSDARP00000072482.4	ENSDARP00000152049.1
ENSDARP00000047006.5	ENSDARP00000153424.1
ENSDARP00000121566.1	ENSDARP00000150585.1
ENSDARP00000010292.6	ENSDARP00000144504.2
ENSDARP00000101011.2	ENSDARP00000141306.1
ENSDARP00000094153.1	ENSDARP00000149525.1
ENSDARP00000048984.7	ENSDARP00000146253.1
ENSDARP00000089444.4	ENSDARP00000145797.1
ENSDARP00000034416.6	ENSDARP00000150785.1
ENSDARP00000119593.1	ENSDARP00000137161.2
ENSDARP00000067322.4	ENSDARP00000146666.1
ENSDARP00000072404.3	ENSDARP00000146693.1
ENSDARP00000105472.2	ENSDARP00000149066.1
ENSDARP00000128434.1	ENSDARP00000149687.1
ENSDARP00000109567.1	ENSDARP00000149081.1
ENSDARP00000026606.7	ENSDARP00000143688.2
ENSDARP00000045035.4	ENSDARP00000148415.1
ENSDARP00000122173.1	ENSDARP00000139894.2
ENSDARP00000040115.7	ENSDARP00000147049.1
ENSDARP00000081780.3	ENSDARP00000145694.1
ENSDARP00000052745.4	ENSDARP00000011487.5
ENSDARP00000127326.1	ENSDARP00000145729.1
ENSDARP00000065158.4	ENSDARP00000149789.1
ENSDARP00000151750.1	ENSDARP00000157130.1
ENSDARP00000111968.2	ENSDARP00000070445.1
ENSDARP00000046282.6	ENSDARP00000149448.1
ENSDARP00000086095.6	ENSDARP00000148769.1
ENSDARP00000113845.1	ENSDARP00000152400.1
ENSDARP00000072049.4	ENSDARP00000135456.2
ENSDARP00000008423.9	ENSDARP00000145656.1
ENSDARP00000024411.7	ENSDARP00000138063.2
ENSDARP00000099159.3	ENSDARP00000034094.6
ENSDARP00000112805.1	ENSDARP00000004723.9
ENSDARP00000143602.1	ENSDARP00000065716.7
ENSDARP00000124424.1	ENSDARP00000123920.2
ENSDARP00000120218.1	ENSDARP00000131533.2
ENSDARP00000088483.4	ENSDARP00000150982.1
ENSDARP00000135664.2	ENSDARP00000150194.1
ENSDARP00000073498.5	ENSDARP00000147390.1
ENSDARP00000157150.1	ENSDARP00000146146.1
ENSDARP00000079966.5	ENSDARP00000080103.6
ENSDARP00000063074.5	ENSDARP00000154644.1
ENSDARP00000124852.1	ENSDARP00000046248.6
ENSDARP00000002330.7	ENSDARP00000156542.1
ENSDARP00000133411.2	ENSDARP00000144995.1
ENSDARP00000060242.7	ENSDARP00000131867.2
ENSDARP00000118513.1	ENSDARP00000150461.1
ENSDARP00000094388.4	ENSDARP00000138181.2
ENSDARP00000082923.5	ENSDARP00000144648.1
ENSDARP00000052184.4	ENSDARP00000138199.2
ENSDARP00000091863.3	ENSDARP00000153942.1
ENSDARP00000099298.1	ENSDARP00000133530.2
ENSDARP00000135614.1	ENSDARP00000147951.1
ENSDARP00000117803.2	ENSDARP00000154751.1
ENSDARP00000059692.3	ENSDARP00000155351.1
ENSDARP00000114472.2	ENSDARP00000154354.1
ENSDARP00000052182.4	ENSDARP00000146597.1
ENSDARP00000075348.5	ENSDARP00000109089.3
ENSDARP00000148866.1	ENSDARP00000153270.1
ENSDARP00000089442.3	ENSDARP00000144928.1
ENSDARP00000069272.4	ENSDARP00000150075.1
ENSDARP00000082118.5	ENSDARP00000154570.1
ENSDARP00000048506.4	ENSDARP00000148667.1
ENSDARP00000122861.1	ENSDARP00000157022.1
ENSDARP00000102504.2	ENSDARP00000145420.1
ENSDARP00000094134.4	ENSDARP00000157031.1
ENSDARP00000128929.1	ENSDARP00000153063.1
ENSDARP00000089757.3	ENSDARP00000147679.1
ENSDARP00000077862.4	ENSDARP00000133332.2
ENSDARP00000062228.5	ENSDARP00000151158.1
ENSDARP00000052655.4	ENSDARP00000143815.2
ENSDARP00000084400.6	ENSDARP00000151979.1
ENSDARP00000006973.6	ENSDARP00000153225.1
ENSDARP00000040743.4	ENSDARP00000151556.1
ENSDARP00000002199.7	ENSDARP00000139713.1
ENSDARP00000081999.4	ENSDARP00000088660.5
ENSDARP00000023268.8	ENSDARP00000155876.1
ENSDARP00000071098.3	ENSDARP00000148143.1
ENSDARP00000133577.1	ENSDARP00000151924.1
ENSDARP00000119767.1	ENSDARP00000150988.1
ENSDARP00000102971.2	ENSDARP00000138888.2
ENSDARP00000031737.6	ENSDARP00000151860.1
ENSDARP00000113381.1	ENSDARP00000049102.6
ENSDARP00000123227.1	ENSDARP00000153581.1
ENSDARP00000148174.1	ENSDARP00000145360.1
ENSDARP00000028718.6	ENSDARP00000098657.3
ENSDARP00000139818.2	ENSDARP00000153720.1
ENSDARP00000122385.1	ENSDARP00000148740.1
ENSDARP00000124252.1	ENSDARP00000147443.1
ENSDARP00000021241.4	ENSDARP00000147310.1
ENSDARP00000089830.4	ENSDARP00000154635.1
ENSDARP00000128591.1	ENSDARP00000154897.1
ENSDARP00000031743.7	ENSDARP00000156359.1
ENSDARP00000071902.3	ENSDARP00000154740.1
ENSDARP00000114769.1	ENSDARP00000147620.1
ENSDARP00000019477.8	ENSDARP00000144766.1
ENSDARP00000144302.2	ENSDARP00000153186.1
ENSDARP00000007626.7	ENSDARP00000149797.1
ENSDARP00000157255.1	ENSDARP00000144518.2
ENSDARP00000046348.7	ENSDARP00000157606.1
ENSDARP00000042133.6	ENSDARP00000077379.4
ENSDARP00000149940.1	ENSDARP00000147995.1
ENSDARP00000100941.2	ENSDARP00000147947.1
ENSDARP00000156064.1	ENSDARP00000148684.1
ENSDARP00000138483.1	ENSDARP00000154318.1
ENSDARP00000107691.2	ENSDARP00000152117.1
ENSDARP00000127811.1	ENSDARP00000147718.1
ENSDARP00000110713.2	ENSDARP00000150728.1
ENSDARP00000146574.1	ENSDARP00000144661.1
ENSDARP00000005251.7	ENSDARP00000152876.1
ENSDARP00000049587.6	ENSDARP00000150070.1
ENSDARP00000078769.4	ENSDARP00000156731.1
ENSDARP00000121262.1	ENSDARP00000067598.4
ENSDARP00000084823.3	ENSDARP00000153364.1
ENSDARP00000111271.2	ENSDARP00000155286.1
ENSDARP00000144893.1	ENSDARP00000149338.1
ENSDARP00000122610.2	ENSDARP00000098826.2
ENSDARP00000155694.1	ENSDARP00000148214.1
ENSDARP00000116057.1	ENSDARP00000119476.1
ENSDARP00000098538.3	ENSDARP00000039036.8
ENSDARP00000142078.1	ENSDARP00000152424.1
ENSDARP00000101526.2	ENSDARP00000152655.1
ENSDARP00000127571.1	ENSDARP00000145299.1
ENSDARP00000113585.1	ENSDARP00000148517.1
ENSDARP00000115115.1	ENSDARP00000151848.1
ENSDARP00000005405.6	ENSDARP00000157368.1
ENSDARP00000134671.1	ENSDARP00000130415.1
ENSDARP00000139843.1	ENSDARP00000149890.1
ENSDARP00000141543.1	ENSDARP00000146115.1
ENSDARP00000143177.1	ENSDARP00000143207.1
ENSDARP00000097741.4	ENSDARP00000145700.1
ENSDARP00000102874.2	ENSDARP00000146993.1
ENSDARP00000137622.1	ENSDARP00000143209.1
ENSDARP00000090594.4	ENSDARP00000122197.2
ENSDARP00000121622.2	ENSDARP00000132268.2
ENSDARP00000128783.3	ENSDARP00000061310.4
ENSDARP00000143154.1	ENSDARP00000133475.2
ENSDARP00000120738.1	ENSDARP00000150308.1
ENSDARP00000128775.1	ENSDARP00000152279.1
ENSDARP00000002650.7	ENSDARP00000053125.5
ENSDARP00000125149.1	ENSDARP00000145718.1
ENSDARP00000109518.1	ENSDARP00000092488.4
ENSDARP00000133215.2	ENSDARP00000100490.4
ENSDARP00000149280.1	ENSDARP00000126122.1
ENSDARP00000125926.1	ENSDARP00000126270.1
ENSDARP00000126023.1	ENSDARP00000125860.1
ENSDARP00000126212.1	ENSDARP00000126150.1
ENSDARP00000128562.1	ENSDARP00000024358.8
ENSDARP00000105634.1	ENSDARP00000135683.1
ENSDARP00000078672.4	ENSDARP00000139722.1
ENSDARP00000149254.1	ENSDARP00000151330.1
ENSDARP00000127325.1	ENSDARP00000133562.1
ENSDARP00000117178.2	ENSDARP00000113322.2
ENSDARP00000055063.2	ENSDARP00000154536.1
ENSDARP00000127482.1	ENSDARP00000129022.1
ENSDARP00000128584.1	ENSDARP00000128640.1
ENSDARP00000129138.1	ENSDARP00000128852.1
ENSDARP00000102959.1	ENSDARP00000148194.1
ENSDARP00000041248.6	ENSDARP00000017292.6
ENSDARP00000157261.1	ENSDARP00000148186.1
ENSDARP00000157131.1	ENSDARP00000156588.1
ENSDARP00000150330.1	ENSDARP00000145614.1
ENSDARP00000137351.2	ENSDARP00000145975.1
ENSDARP00000132205.1	ENSDARP00000107220.1
ENSDARP00000123879.2	ENSDARP00000152494.1
ENSDARP00000098075.3	ENSDARP00000149620.1
ENSDARP00000155174.1	ENSDARP00000138581.2
ENSDARP00000060549.5	ENSDARP00000147108.1
ENSDARP00000133232.1	ENSDARP00000147353.1
ENSDARP00000076250.4	ENSDARP00000155298.1
ENSDARP00000131560.1	ENSDARP00000140466.2
ENSDARP00000056385.7	ENSDARP00000130694.2
ENSDARP00000099045.4	ENSDARP00000135006.2
ENSDARP00000156317.1	ENSDARP00000103823.2
ENSDARP00000097549.3	ENSDARP00000149839.1
ENSDARP00000135420.2	ENSDARP00000148159.1
ENSDARP00000154068.1	ENSDARP00000144649.1
ENSDARP00000144542.2	ENSDARP00000102728.4
ENSDARP00000146640.1	ENSDARP00000096259.4
ENSDARP00000135623.2	ENSDARP00000149424.1
ENSDARP00000105861.2	ENSDARP00000102807.2
ENSDARP00000137880.2	ENSDARP00000152612.1
ENSDARP00000145350.1	ENSDARP00000150363.1
ENSDARP00000077752.4	ENSDARP00000140754.2
ENSDARP00000135621.1	ENSDARP00000140795.1
ENSDARP00000082779.6	ENSDARP00000157113.1
ENSDARP00000151144.1	ENSDARP00000148325.1
ENSDARP00000080071.5	ENSDARP00000157619.1
ENSDARP00000090212.4	ENSDARP00000114393.2
ENSDARP00000136267.1	ENSDARP00000139415.2
ENSDARP00000139205.1	ENSDARP00000076115.5
ENSDARP00000154520.1	ENSDARP00000041724.8
ENSDARP00000012407.7	ENSDARP00000107423.2
ENSDARP00000140611.1	ENSDARP00000131424.2
ENSDARP00000007229.4	ENSDARP00000154509.1
ENSDARP00000138821.2	ENSDARP00000136367.2
ENSDARP00000139469.1	ENSDARP00000137507.2
ENSDARP00000150595.1	ENSDARP00000146924.1
ENSDARP00000056912.6	ENSDARP00000153754.1
ENSDARP00000156358.1	ENSDARP00000148699.1
ENSDARP00000048205.3	ENSDARP00000150426.1
ENSDARP00000077561.5	ENSDARP00000156865.1
ENSDARP00000136394.1	ENSDARP00000121294.2
ENSDARP00000154691.1	ENSDARP00000072066.6
ENSDARP00000070251.3	ENSDARP00000154754.1
ENSDARP00000153382.1	ENSDARP00000151160.1
ENSDARP00000124453.1	ENSDARP00000155068.1
ENSDARP00000142714.1	ENSDARP00000146469.1
ENSDARP00000145421.1	ENSDARP00000131878.1
ENSDARP00000068816.4	ENSDARP00000150294.1
ENSDARP00000144551.1	ENSDARP00000153961.1
ENSDARP00000132154.2	ENSDARP00000130148.2
ENSDARP00000150231.1	ENSDARP00000149531.1
ENSDARP00000054649.7	ENSDARP00000146220.1
ENSDARP00000139473.3	ENSDARP00000146498.1
ENSDARP00000140135.2	ENSDARP00000140630.2
ENSDARP00000136559.1	ENSDARP00000147253.1
ENSDARP00000099216.4	ENSDARP00000143644.2
ENSDARP00000134243.1	ENSDARP00000096357.5
ENSDARP00000073689.4	ENSDARP00000118558.1
ENSDARP00000134943.1	ENSDARP00000154809.1
ENSDARP00000148858.1	ENSDARP00000014294.9
ENSDARP00000029276.6	ENSDARP00000151932.1
ENSDARP00000109478.3	ENSDARP00000155801.1
ENSDARP00000101767.1	ENSDARP00000154425.1
ENSDARP00000055705.3	ENSDARP00000055706.4
ENSDARP00000069125.3	ENSDARP00000153780.1
ENSDARP00000102429.3	ENSDARP00000105730.3
ENSDARP00000137092.1	ENSDARP00000145449.1
ENSDARP00000141636.2	ENSDARP00000140662.2
ENSDARP00000150658.1	ENSDARP00000147780.1
ENSDARP00000138501.1	ENSDARP00000089071.4
ENSDARP00000088237.4	ENSDARP00000154707.1
ENSDARP00000092978.4	ENSDARP00000137142.2
ENSDARP00000091270.2	ENSDARP00000148025.1
ENSDARP00000109830.1	ENSDARP00000153933.1
ENSDARP00000085899.5	ENSDARP00000146299.1
ENSDARP00000088019.4	ENSDARP00000012767.8
ENSDARP00000135068.1	ENSDARP00000155851.1
ENSDARP00000144038.1	ENSDARP00000132644.1
ENSDARP00000046879.6	ENSDARP00000157170.1
ENSDARP00000137295.1	ENSDARP00000147306.1
ENSDARP00000055564.5	ENSDARP00000157058.1
ENSDARP00000106130.2	ENSDARP00000146278.1
ENSDARP00000074168.2	ENSDARP00000154136.1
ENSDARP00000130313.1	ENSDARP00000140444.2
ENSDARP00000136962.1	ENSDARP00000153081.1
ENSDARP00000064693.6	ENSDARP00000147582.1
ENSDARP00000150821.1	ENSDARP00000105866.2
ENSDARP00000137379.2	ENSDARP00000153296.1
ENSDARP00000076841.4	ENSDARP00000106375.2
ENSDARP00000155573.1	ENSDARP00000121024.3
ENSDARP00000148282.1	ENSDARP00000108209.2
ENSDARP00000102220.3	ENSDARP00000139584.2
ENSDARP00000134820.2	ENSDARP00000150328.1
ENSDARP00000146836.1	ENSDARP00000146069.1
ENSDARP00000079577.3	ENSDARP00000152586.1
ENSDARP00000133069.2	ENSDARP00000075935.4
ENSDARP00000145818.1	ENSDARP00000149877.1
ENSDARP00000078614.5	ENSDARP00000142767.2
ENSDARP00000133386.2	ENSDARP00000107821.3
ENSDARP00000141714.1	ENSDARP00000133452.1
ENSDARP00000062256.3	ENSDARP00000153420.1
ENSDARP00000145392.1	ENSDARP00000142340.2
ENSDARP00000110311.2	ENSDARP00000156805.1
ENSDARP00000082459.4	ENSDARP00000154040.1
ENSDARP00000076090.3	ENSDARP00000155441.1
ENSDARP00000146450.1	ENSDARP00000110964.1
ENSDARP00000073303.6	ENSDARP00000151413.1
ENSDARP00000130895.1	ENSDARP00000154314.1
ENSDARP00000138635.1	ENSDARP00000149163.1
ENSDARP00000110799.1	ENSDARP00000151648.1
ENSDARP00000139256.1	ENSDARP00000141073.3
ENSDARP00000138577.1	ENSDARP00000150964.1
ENSDARP00000126464.2	ENSDARP00000066871.6
ENSDARP00000135211.2	ENSDARP00000149257.1
ENSDARP00000103259.2	ENSDARP00000135593.2
ENSDARP00000152732.1	ENSDARP00000153274.1
ENSDARP00000065506.6	ENSDARP00000130484.1
ENSDARP00000134266.1	ENSDARP00000070975.6
ENSDARP00000044084.6	ENSDARP00000077786.6
ENSDARP00000139052.2	ENSDARP00000147554.1
ENSDARP00000130386.2	ENSDARP00000151774.1
ENSDARP00000109203.3	ENSDARP00000141912.1
ENSDARP00000131196.1	ENSDARP00000145367.1
ENSDARP00000140476.1	ENSDARP00000138219.1
ENSDARP00000147586.1	ENSDARP00000148379.1
ENSDARP00000046598.4	ENSDARP00000150718.1
ENSDARP00000092246.4	ENSDARP00000154382.1
ENSDARP00000067116.6	ENSDARP00000004795.7
ENSDARP00000141682.2	ENSDARP00000101921.3
ENSDARP00000115829.2	ENSDARP00000120311.2
ENSDARP00000139505.2	ENSDARP00000114723.2
ENSDARP00000074610.4	ENSDARP00000150170.1
ENSDARP00000088441.2	ENSDARP00000157239.1
ENSDARP00000153487.1	ENSDARP00000156299.1
ENSDARP00000150043.1	ENSDARP00000145914.1
ENSDARP00000070384.6	ENSDARP00000135469.2
ENSDARP00000077729.3	ENSDARP00000145224.1
ENSDARP00000130546.2	ENSDARP00000136903.1
ENSDARP00000135092.1	ENSDARP00000146282.1
ENSDARP00000135572.1	ENSDARP00000151209.1
ENSDARP00000144288.2	ENSDARP00000143656.2
ENSDARP00000148980.1	ENSDARP00000154345.1
ENSDARP00000138775.1	ENSDARP00000136966.1
ENSDARP00000060382.4	ENSDARP00000088884.5
ENSDARP00000027320.6	ENSDARP00000146028.1
ENSDARP00000099577.3	ENSDARP00000145855.1
